epsilon,margin,binding_s1,binding_tree
0.340000000,0.063811982251,0,"(a0,a0,a1)"
0.341000000,0.063430700481,0,"(a0,a0,a1)"
0.342000000,0.063048667128,0,"(a0,a0,a1)"
0.343000000,0.062665882310,0,"(a0,a0,a1)"
0.344000000,0.062282346142,0,"(a0,a0,a1)"
0.345000000,0.061898058735,0,"(a0,a0,a1)"
0.346000000,0.061513020203,0,"(a0,a0,a1)"
0.347000000,0.061127230654,0,"(a0,a0,a1)"
0.348000000,0.060740690197,0,"(a0,a0,a1)"
0.349000000,0.060353398938,0,"(a0,a0,a1)"
0.350000000,0.059965356982,0,"(a0,a0,a1)"
0.351000000,0.059576564433,0,"(a0,a0,a1)"
0.352000000,0.059187021391,0,"(a0,a0,a1)"
0.353000000,0.058796727958,0,"(a0,a0,a1)"
0.354000000,0.058405684230,0,"(a0,a0,a1)"
0.355000000,0.058013890306,0,"(a0,a0,a1)"
0.356000000,0.057621346279,0,"(a0,a0,a1)"
0.357000000,0.057228052245,0,"(a0,a0,a1)"
0.358000000,0.056834008293,0,"(a0,a0,a1)"
0.359000000,0.056439214515,0,"(a0,a0,a1)"
0.360000000,0.056043670999,0,"(a0,a0,a1)"
0.361000000,0.055647377831,0,"(a0,a0,a1)"
0.362000000,0.055250335099,0,"(a0,a0,a1)"
0.363000000,0.054852542884,0,"(a0,a0,a1)"
0.364000000,0.054454001269,0,"(a0,a0,a1)"
0.365000000,0.054054710336,0,"(a0,a0,a1)"
0.366000000,0.053654670161,0,"(a0,a0,a1)"
0.367000000,0.053253880824,0,"(a0,a0,a1)"
0.368000000,0.052852342399,0,"(a0,a0,a1)"
0.369000000,0.052450054961,0,"(a0,a0,a1)"
0.370000000,0.052047018582,0,"(a0,a0,a1)"
0.371000000,0.051643233333,0,"(a0,a0,a1)"
0.372000000,0.051238699284,0,"(a0,a0,a1)"
0.373000000,0.050833416501,0,"(a0,a0,a1)"
0.374000000,0.050427385052,0,"(a0,a0,a1)"
0.375000000,0.050020605000,0,"(a0,a0,a1)"
0.376000000,0.049613076409,0,"(a0,a0,a1)"
0.377000000,0.049204799340,0,"(a0,a0,a1)"
0.378000000,0.048795773852,0,"(a0,a0,a1)"
0.379000000,0.048386000005,0,"(a0,a0,a1)"
0.380000000,0.047975477854,0,"(a0,a0,a1)"
0.381000000,0.047564207454,0,"(a0,a0,a1)"
0.382000000,0.047152188860,0,"(a0,a0,a1)"
0.383000000,0.046739422122,0,"(a0,a0,a1)"
0.384000000,0.046325907292,0,"(a0,a0,a1)"
0.385000000,0.045911644417,0,"(a0,a0,a1)"
0.386000000,0.045496633545,0,"(a0,a0,a1)"
0.387000000,0.045080874722,0,"(a0,a0,a1)"
0.388000000,0.044664367992,0,"(a0,a0,a1)"
0.389000000,0.044247113397,0,"(a0,a0,a1)"
0.390000000,0.043829110977,0,"(a0,a0,a1)"
0.391000000,0.043410360773,0,"(a0,a0,a1)"
0.392000000,0.042990862822,0,"(a0,a0,a1)"
0.393000000,0.042570617160,0,"(a0,a0,a1)"
0.394000000,0.042149623823,0,"(a0,a0,a1)"
0.395000000,0.041727882842,0,"(a0,a0,a1)"
0.396000000,0.041305394250,0,"(a0,a0,a1)"
0.397000000,0.040882158077,0,"(a0,a0,a1)"
0.398000000,0.040458174351,0,"(a0,a0,a1)"
0.399000000,0.040033443099,0,"(a0,a0,a1)"
0.400000000,0.039607964346,0,"(a0,a0,a1)"
0.401000000,0.039181738117,0,"(a0,a0,a1)"
0.402000000,0.038754764433,0,"(a0,a0,a1)"
0.403000000,0.038327043316,0,"(a0,a0,a1)"
0.404000000,0.037898574783,0,"(a0,a0,a1)"
0.405000000,0.037469358854,0,"(a0,a0,a1)"
0.406000000,0.037039395545,0,"(a0,a0,a1)"
0.407000000,0.036608684869,0,"(a0,a0,a1)"
0.408000000,0.036177226840,0,"(a0,a0,a1)"
0.409000000,0.035745021470,0,"(a0,a0,a1)"
0.410000000,0.035312068768,0,"(a0,a0,a1)"
0.411000000,0.034878368743,0,"(a0,a0,a1)"
0.412000000,0.034443921402,0,"(a0,a0,a1)"
0.413000000,0.034008726751,0,"(a0,a0,a1)"
0.414000000,0.032993319312,0,"(a1,a0,a0)"
0.415000000,0.031894390335,0,"(a1,a0,a0)"
0.416000000,0.030796826320,0,"(a1,a0,a0)"
0.417000000,0.029700625343,0,"(a1,a0,a0)"
0.418000000,0.028605785485,0,"(a1,a0,a0)"
0.419000000,0.027512304828,0,"(a1,a0,a0)"
0.420000000,0.026420181463,0,"(a1,a0,a0)"
0.421000000,0.025329413482,0,"(a1,a0,a0)"
0.422000000,0.024239998981,0,"(a1,a0,a0)"
0.423000000,0.023151936063,0,"(a1,a0,a0)"
0.424000000,0.022065222833,0,"(a1,a0,a0)"
